Date,Open,High,Low,Close,Adj Close,Volume
2016-12-27,110.790001,111.620003,110.790001,111.510002,107.167648,308500
2016-12-28,110.809998,111.309998,110.430000,110.779999,106.466064,509900
2016-12-29,110.970001,111.370003,110.699997,111.160004,106.831276,754900
2016-12-30,112.059998,112.660004,111.269997,112.199997,107.830765,858700
2017-01-03,110.980003,111.279999,110.150002,110.449997,106.148918,874700
2017-01-04,109.839996,110.349998,109.620003,109.919998,105.639557,846200
2017-01-05,110.800003,111.900002,110.750000,111.239998,106.908157,493800
2017-01-06,110.559998,111.589996,110.300003,111.120003,106.792839,360200
2017-01-09,111.019997,112.730003,111.010002,112.489998,108.109489,554800
2017-01-10,112.580002,113.129997,112.580002,112.650002,108.263245,816100
2017-01-11,112.250000,113.510002,112.190002,113.480003,109.060936,419900
2017-01-12,113.940002,114.820000,113.000000,114.769997,110.300690,713900
2017-01-13,114.769997,115.540001,114.750000,115.300003,110.810059,1474200
2017-01-17,115.629997,116.320000,114.889999,115.910004,111.396309,1381400
2017-01-18,122.070000,125.879997,121.940002,122.970001,118.181381,4392000
2017-01-19,120.860001,121.989998,120.459999,121.860001,117.114601,1936700
2017-01-20,121.519997,122.309998,121.519997,122.050003,117.297203,786900
2017-01-23,121.970001,122.320000,120.599998,122.169998,117.412521,1570600
2017-01-24,122.279999,123.000000,122.070000,122.550003,117.777740,975100
2017-01-25,122.510002,122.970001,122.269997,122.779999,117.998772,649500
2017-01-26,121.300003,122.160004,121.070000,121.129997,116.413025,611200
2017-01-27,121.440002,122.080002,121.040001,121.769997,117.028099,663500
2017-01-30,120.910004,121.860001,120.019997,121.709999,116.970444,1161000
2017-01-31,121.639999,122.000000,120.989998,121.400002,116.672516,1435700
2017-02-01,121.650002,122.110001,121.000000,121.309998,116.586021,1324600
2017-02-02,123.089996,123.190002,122.290001,122.739998,117.960327,632800
2017-02-03,122.910004,123.570000,122.870003,123.010002,118.219818,358300
2017-02-06,122.239998,122.629997,121.870003,122.230003,117.470200,260700
2017-02-07,122.029999,123.570000,121.870003,123.260002,118.460083,1117200
2017-02-08,123.410004,124.260002,122.989998,124.089996,119.257751,853100
2017-02-09,124.410004,125.550003,124.320000,124.519997,119.671013,820400
2017-02-10,124.800003,125.250000,124.150002,124.849998,119.988174,791500
2017-02-13,126.139999,126.639999,125.750000,126.500000,121.573921,1052600
2017-02-14,126.080002,126.500000,125.620003,126.250000,121.333656,1825300
2017-02-15,125.449997,127.279999,125.300003,127.260002,122.304321,900800
2017-02-16,126.550003,127.440002,126.480003,127.269997,122.313919,1023500
2017-02-17,125.839996,126.879997,125.820000,126.879997,121.939110,808100
2017-02-21,125.279999,127.599998,125.250000,127.589996,122.621468,3895800
2017-02-22,125.099998,125.510002,123.580002,123.830002,119.007896,2312100
2017-02-23,124.529999,124.620003,123.250000,123.779999,118.959831,764500
2017-02-24,122.290001,122.949997,121.639999,122.529999,117.758514,1442500
2017-02-27,122.290001,123.019997,122.080002,122.900002,118.114105,736500
2017-02-28,121.500000,122.220001,121.410004,121.690002,116.951218,1033500
2017-03-01,122.500000,123.919998,122.430000,123.470001,118.661896,1274400
2017-03-02,121.779999,122.550003,121.480003,121.570000,116.835892,961800
2017-03-03,122.760002,122.989998,121.830002,122.980003,118.190994,783800
2017-03-06,121.250000,121.910004,120.779999,121.599998,116.864723,495300
2017-03-07,121.250000,121.389999,119.830002,119.980003,115.307816,1234500
2017-03-08,120.820000,121.169998,120.339996,120.750000,116.047821,575800
2017-03-09,121.180000,121.540001,120.660004,121.250000,116.528358,405700
2017-03-10,124.470001,125.110001,123.940002,125.000000,120.132324,1016100
2017-03-13,123.559998,124.459999,123.430000,124.190002,119.353867,838100
2017-03-14,124.769997,124.830002,123.860001,123.989998,119.161659,412900
2017-03-15,124.849998,126.309998,124.580002,126.070000,121.160660,838900
2017-03-16,124.889999,126.250000,124.809998,126.190002,121.275986,424200
2017-03-17,127.190002,128.429993,126.930000,127.900002,122.919403,1030300
2017-03-20,128.839996,129.160004,127.980003,128.270004,123.274994,577600
2017-03-21,129.690002,129.820007,126.150002,126.320000,121.400925,1398800
2017-03-22,127.070000,129.240005,127.010002,128.919998,123.899673,529900
2017-03-23,129.199997,129.699997,128.800003,129.220001,124.187988,266000
2017-03-24,133.279999,133.550003,131.960007,132.240005,127.090393,1709800
2017-03-27,132.779999,133.199997,132.360001,132.699997,127.532471,2238000
2017-03-28,133.369995,134.289993,133.119995,133.789993,128.580002,1370300
2017-03-29,133.160004,133.460007,132.539993,132.910004,127.734314,358300
2017-03-30,132.380005,133.190002,132.339996,132.630005,127.465187,361100
2017-03-31,132.270004,133.190002,132.119995,132.800003,127.628571,535400
2017-04-03,132.350006,132.750000,131.179993,132.179993,127.032722,564100
2017-04-04,132.300003,132.779999,131.850006,132.740005,127.570930,584000
2017-04-05,131.600006,132.009995,130.919998,131.029999,125.927505,557200
2017-04-06,130.949997,131.240005,130.550003,130.979996,125.879448,370000
2017-04-07,130.539993,131.649994,130.529999,131.179993,126.071671,546900
2017-04-10,130.630005,130.789993,129.699997,129.910004,124.851120,1180800
2017-04-11,129.639999,129.850006,128.309998,129.809998,124.755013,613200
2017-04-12,129.750000,129.970001,128.300003,129.009995,123.986168,485300
2017-04-13,129.009995,129.880005,128.339996,128.380005,123.380707,575600
2017-04-17,128.889999,130.289993,128.889999,130.169998,125.101013,334800
2017-04-18,130.380005,130.960007,129.800003,130.649994,125.562302,915700
2017-04-19,133.110001,133.710007,126.040001,126.889999,121.948723,3355400
2017-04-20,130.100006,130.820007,129.289993,130.050003,124.985672,2259500
2017-04-21,130.350006,130.490005,129.720001,130.029999,124.966454,1298800
2017-04-24,133.630005,134.289993,132.710007,133.460007,128.262878,685100
2017-04-25,134.899994,134.949997,133.860001,134.240005,129.012512,681300
2017-04-26,133.039993,133.429993,132.000000,132.460007,127.301819,633600
2017-04-27,132.660004,133.889999,132.350006,132.949997,127.772743,453100
2017-04-28,133.130005,133.169998,131.610001,131.850006,127.973671,753400
2017-05-01,132.050003,133.009995,131.720001,132.860001,128.953949,264200
2017-05-02,133.979996,135.050003,133.729996,134.990005,131.021332,850700
2017-05-03,133.809998,134.960007,133.740005,134.169998,130.225449,1008300
2017-05-04,133.750000,135.389999,133.740005,135.059998,131.089279,871400
2017-05-05,134.610001,135.919998,134.470001,135.839996,131.846344,481000
2017-05-08,133.550003,133.779999,133.070007,133.270004,129.351913,957800
2017-05-09,134.300003,135.149994,134.240005,134.960007,130.992249,438200
2017-05-10,134.050003,134.500000,133.509995,133.800003,129.866333,703900
2017-05-11,133.229996,134.270004,132.820007,134.160004,130.215744,639900
2017-05-12,134.110001,135.470001,134.100006,135.440002,131.458115,443300
2017-05-15,135.410004,136.139999,135.210007,135.740005,131.749298,577500
2017-05-16,136.880005,137.270004,136.500000,137.259995,133.224609,729100
2017-05-17,135.660004,135.970001,132.800003,132.809998,128.905426,645700
2017-05-18,132.600006,134.279999,132.309998,134.000000,130.060455,689500
2017-05-19,135.000000,135.429993,134.529999,134.850006,130.885468,619200
2017-05-22,133.979996,134.520004,133.669998,134.210007,130.264282,548800
2017-05-23,134.639999,134.809998,133.720001,133.910004,129.973114,687200
2017-05-24,133.970001,134.279999,133.169998,133.490005,129.565430,938000
2017-05-25,133.490005,135.020004,133.490005,134.889999,130.924286,457600
2017-05-26,133.860001,134.600006,133.550003,134.199997,130.254578,731800
2017-05-30,133.059998,133.809998,133.000000,133.410004,129.487808,1020200
2017-05-31,133.059998,133.339996,131.619995,131.990005,128.109558,1436000
2017-06-01,132.899994,133.830002,132.619995,133.809998,129.876038,707400
2017-06-02,134.619995,134.789993,133.550003,134.699997,130.739853,334300
2017-06-05,132.899994,133.830002,132.779999,133.160004,129.245148,519500
2017-06-06,132.360001,133.320007,132.339996,132.619995,128.721008,614500
2017-06-07,133.789993,134.460007,133.100006,133.990005,130.050751,413400
2017-06-08,134.509995,135.089996,133.660004,135.009995,131.040741,312400
2017-06-09,134.229996,134.449997,128.660004,130.029999,126.207169,1203900
2017-06-12,129.220001,129.570007,126.029999,129.080002,125.285088,1941400
2017-06-13,131.199997,132.089996,130.350006,131.929993,128.051285,1373900
2017-06-14,132.410004,132.550003,129.039993,130.149994,126.323624,857700
2017-06-15,127.870003,128.149994,127.000000,127.580002,123.829193,1551700
2017-06-16,129.199997,130.089996,128.779999,129.630005,125.818932,925300
2017-06-19,131.190002,131.820007,130.779999,131.449997,127.585411,388000
2017-06-20,130.630005,131.059998,128.429993,128.490005,124.712440,604100
2017-06-21,128.580002,130.630005,128.500000,130.429993,126.595398,710600
2017-06-22,130.279999,130.789993,129.679993,130.020004,126.197464,660400
2017-06-23,132.940002,135.419998,132.899994,134.639999,130.681641,1276100
2017-06-26,135.809998,136.070007,133.660004,133.779999,129.846909,978400
2017-06-27,134.720001,134.899994,132.289993,132.369995,128.478348,1783600
2017-06-28,133.220001,135.279999,132.500000,134.990005,131.021332,773900
2017-06-29,132.669998,133.179993,128.350006,129.600006,125.789818,1988500
2017-06-30,131.110001,131.479996,129.880005,130.309998,126.478928,899500
2017-07-03,131.100006,131.339996,129.330002,129.669998,125.857758,427900
2017-07-05,129.490005,131.570007,129.440002,131.479996,127.614532,796200
2017-07-06,130.789993,131.770004,130.100006,131.220001,127.362190,832000
2017-07-07,131.830002,133.539993,131.830002,132.889999,128.983078,588700
2017-07-10,134.000000,135.050003,133.509995,134.809998,130.846619,439700
2017-07-11,133.699997,136.059998,133.669998,135.820007,131.826935,1100900
2017-07-12,136.610001,137.550003,136.279999,137.039993,133.011063,841300
2017-07-13,136.759995,137.570007,136.369995,136.850006,132.826660,484300
2017-07-14,138.039993,140.050003,137.889999,139.919998,135.806381,1164700
2017-07-17,140.419998,140.789993,139.100006,140.220001,136.097580,869900
2017-07-18,141.279999,143.380005,141.130005,143.250000,139.038513,1252200
2017-07-19,148.619995,150.820007,147.960007,150.630005,146.201523,2528800
2017-07-20,152.240005,154.350006,151.360001,153.820007,149.297760,2971500
2017-07-21,153.089996,154.350006,152.649994,154.289993,149.753922,938400
2017-07-24,153.880005,154.500000,153.059998,153.740005,149.220093,1272100
2017-07-25,154.350006,154.380005,152.559998,152.729996,148.239807,974600
2017-07-26,153.000000,154.699997,152.910004,154.529999,149.986877,768800
2017-07-27,154.899994,155.729996,151.479996,153.240005,148.734802,1019400
