Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,87.290001,87.419998,85.910004,87.300003,82.914711,2275300
2016-01-05,86.180000,87.089996,85.660004,86.419998,82.078918,813100
2016-01-06,83.900002,85.220001,83.739998,84.610001,80.359833,2323900
2016-01-07,82.440002,84.150002,82.239998,82.489998,78.346336,811200
2016-01-08,81.769997,82.120003,80.129997,80.279999,76.247345,899400
2016-01-11,82.980003,83.260002,81.599998,82.309998,78.175369,1117900
2016-01-12,83.349998,83.949997,81.669998,82.650002,78.498299,875800
2016-01-13,82.709999,83.099998,79.870003,80.010002,75.990913,945700
2016-01-14,82.290001,83.489998,81.070000,82.900002,78.735741,1442700
2016-01-15,78.620003,79.449997,77.169998,77.470001,73.578491,1550300
2016-01-19,79.790001,80.860001,79.309998,80.320000,76.285339,1487400
2016-01-20,81.589996,86.269997,80.970001,85.260002,80.977188,4539200
2016-01-21,86.750000,88.080002,85.580002,87.360001,82.971703,1254100
2016-01-22,91.220001,91.720001,90.070000,90.360001,85.821007,1700700
2016-01-25,90.279999,90.629997,89.419998,89.720001,85.213158,881600
2016-01-26,89.610001,90.459999,89.160004,90.190002,85.659554,674500
2016-01-27,89.849998,91.150002,89.410004,89.709999,85.203659,907200
2016-01-28,89.949997,90.320000,88.930000,89.809998,85.298630,1846200
2016-01-29,89.139999,91.930000,89.040001,91.839996,87.226654,1172600
2016-02-01,91.019997,92.739998,90.820000,92.239998,87.606560,528400
2016-02-02,90.290001,90.379997,88.419998,88.510002,84.063942,740200
2016-02-03,90.330002,91.220001,88.809998,90.980003,86.409874,889300
2016-02-04,90.500000,92.180000,90.419998,91.470001,86.875252,666800
2016-02-05,89.919998,89.919998,88.050003,88.360001,83.921471,893000
2016-02-08,84.959999,86.889999,84.629997,86.360001,82.021942,1281100
2016-02-09,84.809998,86.360001,84.690002,84.970001,80.701759,1202400
2016-02-10,84.410004,84.730003,81.650002,81.739998,77.634010,2413100
2016-02-11,82.440002,82.440002,80.879997,81.809998,77.700493,1099900
2016-02-12,80.980003,82.089996,80.239998,82.040001,77.918938,1143300
2016-02-16,83.059998,84.230003,82.720001,83.980003,79.761497,758300
2016-02-17,85.010002,86.419998,84.949997,86.279999,81.945953,812100
2016-02-18,86.519997,86.750000,85.830002,85.919998,81.604027,672500
2016-02-19,87.120003,88.550003,86.750000,88.010002,83.589058,1254600
2016-02-22,87.830002,88.470001,87.660004,87.919998,83.503578,810800
2016-02-23,87.419998,89.269997,87.290001,88.580002,84.130424,1526600
2016-02-24,87.870003,89.379997,87.720001,89.209999,84.728775,807300
2016-02-25,89.419998,89.970001,88.959999,89.919998,85.403099,315800
2016-02-26,91.099998,91.209999,90.639999,90.820000,86.257904,279300
2016-02-29,91.330002,92.190002,91.019997,91.019997,86.447853,359700
2016-03-01,92.959999,93.940002,92.629997,93.790001,89.078712,593300
2016-03-02,92.540001,93.349998,92.089996,93.339996,88.651314,458300
2016-03-03,92.820000,94.709999,92.760002,94.699997,89.942993,562000
2016-03-04,94.839996,95.519997,94.680000,95.349998,90.560341,1181800
2016-03-07,94.339996,96.230003,94.309998,96.040001,91.215691,1015400
2016-03-08,94.610001,94.980003,93.720001,93.790001,89.078712,619200
2016-03-09,94.089996,94.459999,93.870003,94.110001,89.382637,169000
2016-03-10,96.430000,97.820000,95.120003,95.940002,91.120720,1123000
2016-03-11,97.290001,97.769997,96.800003,97.750000,92.839790,656100
2016-03-14,97.470001,97.879997,96.610001,96.989998,92.117966,378800
2016-03-15,96.519997,96.919998,96.290001,96.589996,91.738052,299700
2016-03-16,96.000000,97.430000,95.709999,97.279999,92.393410,520700
2016-03-17,96.720001,97.970001,96.559998,97.760002,92.849289,302000
2016-03-18,97.779999,98.669998,97.650002,97.980003,93.058250,312800
2016-03-21,97.459999,97.970001,97.230003,97.820000,92.906281,567400
2016-03-22,97.029999,98.540001,96.980003,98.239998,93.305176,757100
2016-03-23,98.599998,98.650002,97.669998,97.709999,92.801804,892300
2016-03-24,96.160004,96.930000,95.980003,96.930000,92.060974,292900
2016-03-28,97.370003,97.650002,96.690002,97.470001,92.573853,182600
2016-03-29,98.339996,100.180000,98.169998,100.029999,95.005257,409000
2016-03-30,101.169998,101.879997,100.570000,101.150002,96.068993,460400
2016-03-31,101.480003,101.919998,100.339996,100.389999,95.347183,637900
2016-04-01,99.400002,100.629997,99.300003,100.570000,95.518135,367600
2016-04-04,102.139999,102.599998,101.559998,101.629997,96.524887,861500
2016-04-05,99.580002,100.120003,99.279999,99.519997,94.520882,1059400
2016-04-06,99.370003,101.169998,99.290001,101.099998,96.021507,753000
2016-04-07,100.750000,100.949997,99.949997,100.089996,95.062241,452200
2016-04-08,100.879997,101.360001,100.379997,100.650002,95.594124,424200
2016-04-11,100.849998,101.559998,100.139999,100.250000,95.214218,188400
2016-04-12,100.669998,101.230003,99.699997,100.849998,95.784058,295100
2016-04-13,101.589996,102.199997,101.279999,102.050003,96.923790,363100
2016-04-14,100.790001,100.800003,99.769997,100.370003,95.328186,547800
2016-04-15,99.870003,100.519997,99.309998,99.550003,94.549370,540400
2016-04-18,98.860001,100.029999,98.790001,99.230003,94.245445,342600
2016-04-19,100.239998,100.739998,99.349998,99.750000,94.739326,833800
2016-04-20,99.010002,99.559998,95.129997,96.430000,91.586098,2104400
2016-04-21,97.239998,97.239998,95.510002,95.820000,91.006729,626600
2016-04-22,95.730003,96.470001,95.320000,95.870003,91.054230,275500
2016-04-25,96.300003,96.519997,95.930000,96.129997,91.301163,367000
2016-04-26,96.449997,96.980003,96.290001,96.410004,91.567108,348200
2016-04-27,97.730003,99.419998,97.690002,99.239998,94.254929,600200
2016-04-28,98.300003,99.580002,97.750000,98.010002,93.086739,902200
2016-04-29,98.339996,98.550003,96.050003,96.599998,91.747559,786700
2016-05-02,96.699997,97.570000,96.540001,97.459999,92.564346,461300
2016-05-03,95.129997,95.190002,94.129997,94.419998,90.743149,604700
2016-05-04,93.599998,93.839996,93.220001,93.779999,90.128075,1430900
2016-05-05,92.779999,93.919998,92.699997,92.900002,89.282333,464400
2016-05-06,92.379997,92.730003,91.820000,92.330002,88.734543,336300
2016-05-09,93.260002,93.620003,92.540001,92.989998,89.368835,456800
2016-05-10,92.519997,93.510002,92.459999,93.349998,89.714821,367700
2016-05-11,91.809998,93.250000,91.769997,92.580002,88.974808,897100
2016-05-12,92.809998,92.940002,90.430000,91.529999,87.965691,1099600
2016-05-13,91.650002,92.379997,91.150002,91.300003,87.744659,770000
2016-05-16,94.160004,96.389999,93.779999,95.830002,92.098251,1553600
2016-05-17,95.180000,95.550003,94.169998,94.300003,90.627838,710300
2016-05-18,94.180000,95.550003,94.080002,94.519997,90.839256,349400
2016-05-19,93.500000,93.870003,92.800003,93.309998,89.676376,573700
2016-05-20,95.150002,95.580002,94.949997,95.480003,91.761879,571700
2016-05-23,95.320000,96.239998,95.209999,95.699997,91.973305,387200
2016-05-24,95.529999,97.660004,95.529999,97.519997,93.722427,785500
2016-05-25,98.349998,99.230003,98.150002,98.919998,95.067917,1000800
2016-05-26,99.190002,99.769997,98.410004,99.410004,95.538841,748900
2016-05-27,99.379997,100.489998,99.379997,100.080002,96.182747,765500
2016-05-31,100.050003,100.239998,99.339996,99.980003,96.086639,509600
2016-06-01,98.910004,100.070000,98.879997,99.849998,95.961700,1335700
2016-06-02,99.709999,100.220001,99.290001,100.139999,96.240410,614600
2016-06-03,100.849998,101.070000,100.160004,100.849998,96.922760,279900
2016-06-06,101.070000,101.290001,100.000000,100.070000,96.173126,389000
2016-06-07,101.169998,101.379997,100.660004,101.190002,97.249535,444400
2016-06-08,100.849998,101.230003,100.339996,101.099998,97.163017,527300
2016-06-09,99.459999,100.570000,99.400002,100.550003,96.634438,624600
2016-06-10,97.639999,98.239998,96.790001,97.379997,93.587883,1514900
2016-06-13,95.639999,97.180000,95.629997,96.330002,92.578773,1055100
2016-06-14,93.500000,94.699997,93.330002,94.599998,90.916138,1624300
2016-06-15,94.709999,95.230003,94.129997,94.180000,90.512505,740100
2016-06-16,93.790001,95.620003,93.209999,95.570000,91.848366,501300
2016-06-17,94.610001,94.959999,93.269997,94.650002,90.964203,702400
2016-06-20,97.330002,97.620003,96.709999,96.849998,93.078522,949900
2016-06-21,98.160004,98.809998,97.820000,98.489998,94.654663,691700
2016-06-22,99.199997,99.550003,98.690002,98.750000,94.904533,501700
2016-06-23,100.540001,101.410004,99.320000,101.389999,97.441734,888700
2016-06-24,94.080002,96.599998,93.959999,95.010002,91.310188,2063600
2016-06-27,92.400002,92.900002,91.150002,92.500000,88.897919,2285900
2016-06-28,93.599998,94.570000,93.050003,94.400002,90.723930,707900
2016-06-29,95.860001,96.589996,95.629997,96.110001,92.367340,556100
2016-06-30,97.370003,99.209999,96.919998,99.209999,95.346619,669800
2016-07-01,98.370003,98.669998,98.099998,98.440002,94.606606,957500
2016-07-05,96.650002,97.120003,95.019997,95.339996,91.627327,1007800
2016-07-06,93.419998,94.970001,92.839996,94.889999,91.194855,1257500
2016-07-07,94.099998,95.239998,94.080002,94.610001,90.925758,827900
2016-07-08,96.099998,97.260002,95.949997,97.220001,93.434120,588200
2016-07-11,99.120003,99.949997,99.000000,99.760002,95.875206,493000
2016-07-12,100.870003,101.830002,100.000000,100.879997,96.951599,1280100
2016-07-13,101.089996,101.809998,100.860001,101.110001,97.172638,547200
2016-07-14,103.730003,103.849998,102.599998,102.970001,98.960205,1023800
2016-07-15,101.250000,101.940002,101.190002,101.610001,97.653160,538600
2016-07-18,102.750000,103.370003,102.459999,103.129997,99.113968,802800
2016-07-19,103.269997,106.300003,103.160004,105.629997,101.516609,3330400
2016-07-20,107.580002,108.349998,107.059998,108.160004,103.948097,1642100
2016-07-21,105.410004,106.370003,104.959999,105.480003,101.372467,2199400
2016-07-22,105.550003,105.860001,105.190002,105.629997,101.516609,397800
2016-07-25,106.190002,106.570000,105.930000,106.480003,102.333527,500300
2016-07-26,107.489998,108.910004,107.309998,108.769997,104.534340,926600
2016-07-27,109.639999,109.910004,108.379997,109.559998,105.293571,876300
2016-07-28,109.870003,110.209999,109.489998,110.080002,105.793327,530000
2016-07-29,110.480003,110.849998,109.309998,109.620003,105.351250,1399700
2016-08-01,109.620003,110.150002,109.290001,109.699997,105.428123,419800
2016-08-02,109.570000,109.589996,108.779999,109.379997,105.120590,358600
2016-08-03,107.949997,108.750000,107.889999,108.449997,104.226807,414200
2016-08-04,109.699997,110.230003,109.540001,110.089996,105.802940,288500
2016-08-05,109.949997,110.660004,109.400002,109.599998,105.332016,599800
2016-08-08,109.250000,109.559998,109.040001,109.250000,104.995644,352200
2016-08-09,109.459999,110.110001,109.459999,109.889999,105.610733,558600
2016-08-10,110.309998,110.400002,109.209999,109.489998,105.226295,840300
2016-08-11,110.650002,111.040001,110.120003,110.690002,106.379578,879600
2016-08-12,110.940002,111.129997,109.989998,110.269997,105.975929,540400
2016-08-15,111.279999,111.580002,110.790001,110.830002,106.514122,329400
2016-08-16,110.830002,110.940002,107.010002,107.949997,103.746269,1531000
2016-08-17,105.309998,105.790001,104.730003,105.449997,101.343628,2084100
2016-08-18,106.120003,106.519997,105.720001,106.029999,101.901047,679500
2016-08-19,106.800003,106.970001,106.269997,106.730003,102.573792,525400
2016-08-22,106.980003,107.349998,106.599998,107.160004,102.987045,486300
2016-08-23,108.660004,109.139999,108.209999,108.489998,104.265244,723200
2016-08-24,107.720001,107.849998,106.459999,106.680000,102.525734,473600
2016-08-25,106.559998,106.790001,106.250000,106.470001,102.323914,271700
2016-08-26,106.769997,107.980003,105.529999,106.309998,102.170135,870400
2016-08-29,106.239998,107.120003,106.239998,107.080002,102.910156,280400
2016-08-30,108.699997,108.730003,107.330002,107.519997,103.333015,602800
2016-08-31,106.830002,106.940002,105.900002,106.550003,102.400795,346400
2016-09-01,106.320000,107.529999,106.269997,107.489998,103.304192,455400
2016-09-02,108.050003,108.250000,107.500000,107.860001,103.659775,259200
2016-09-06,107.779999,108.040001,107.480003,107.930000,103.727058,346300
2016-09-07,108.010002,108.300003,106.059998,106.330002,102.189369,992100
2016-09-08,104.139999,104.739998,103.639999,104.080002,100.026978,919700
2016-09-09,103.160004,103.480003,101.699997,101.709999,97.749268,818200
2016-09-12,101.029999,103.269997,100.930000,103.139999,99.123581,502100
2016-09-13,102.500000,102.980003,101.470001,101.739998,97.778107,516200
2016-09-14,100.980003,102.290001,100.830002,101.980003,98.008759,1069200
2016-09-15,102.320000,103.849998,102.099998,103.639999,99.604118,1072000
2016-09-16,102.040001,102.489998,101.370003,102.199997,98.220184,1040000
2016-09-19,103.220001,104.180000,103.199997,103.339996,99.315788,550000
2016-09-20,104.699997,105.279999,104.320000,104.879997,100.795815,773900
2016-09-21,105.690002,106.870003,105.410004,106.709999,102.554565,832500
2016-09-22,109.040001,109.559998,108.690002,108.790001,104.553574,579500
2016-09-23,108.760002,109.260002,108.419998,108.570000,104.342125,664700
2016-09-26,108.489998,109.160004,108.279999,108.769997,104.534340,663300
2016-09-27,107.959999,109.800003,107.839996,109.620003,105.351250,591600
2016-09-28,109.279999,110.040001,108.870003,109.860001,105.581902,316300
2016-09-29,109.269997,109.739998,107.550003,108.730003,104.495911,551900
2016-09-30,109.190002,110.139999,109.019997,109.580002,105.312805,338000
2016-10-03,109.360001,109.610001,108.540001,108.930000,104.688118,416800
2016-10-04,109.389999,109.849998,108.610001,108.959999,104.716949,324300
2016-10-05,109.099998,109.300003,108.709999,108.809998,104.572784,280100
2016-10-06,108.269997,108.989998,107.809998,108.739998,104.505501,473500
2016-10-07,107.040001,107.169998,105.360001,106.379997,102.237411,861900
2016-10-10,107.629997,107.739998,106.989998,106.989998,102.823662,686400
2016-10-11,105.610001,105.639999,102.410004,102.709999,98.710320,959100
2016-10-12,102.309998,102.669998,101.419998,102.580002,98.585388,794500
2016-10-13,100.589996,100.650002,100.040001,100.389999,96.480667,1161200
2016-10-14,101.580002,102.110001,100.949997,101.120003,97.182251,331200
2016-10-17,100.620003,101.339996,100.510002,101.160004,97.220695,399000
2016-10-18,102.510002,102.580002,101.830002,102.330002,98.345131,955700
2016-10-19,104.750000,104.750000,103.199997,104.089996,100.036583,1109900
2016-10-20,102.519997,103.620003,102.470001,103.580002,99.546448,739900
2016-10-21,103.470001,105.320000,103.400002,105.260002,101.161026,1638300
2016-10-24,104.919998,105.419998,104.769997,105.279999,101.180252,971000
2016-10-25,104.680000,105.139999,104.129997,104.540001,100.469070,567100
2016-10-26,104.470001,104.730003,103.730003,103.849998,99.805923,376200
2016-10-27,105.180000,105.269997,103.860001,104.050003,99.998146,606800
2016-10-28,104.860001,105.949997,104.690002,105.459999,101.353233,915500
2016-10-31,105.510002,106.360001,104.940002,105.620003,101.507004,794000
2016-11-01,105.650002,105.680000,103.290001,103.889999,99.844368,936100
2016-11-02,104.010002,104.730003,103.669998,104.029999,99.978928,564400
2016-11-03,103.349998,103.599998,101.779999,101.779999,97.816544,707000
2016-11-04,102.220001,103.010002,101.480003,102.489998,98.498894,791600
2016-11-07,103.800003,104.760002,103.599998,104.750000,100.670891,413000
2016-11-08,103.589996,105.220001,103.529999,104.809998,100.728546,516600
2016-11-09,102.330002,103.820000,102.330002,103.669998,99.632942,495700
2016-11-10,102.779999,103.410004,100.709999,101.400002,97.451340,934900
2016-11-11,99.699997,100.510002,98.720001,100.250000,96.346130,1212200
2016-11-14,98.940002,99.769997,98.709999,99.199997,95.337006,687800
2016-11-15,99.120003,100.279999,98.750000,100.019997,96.125069,491100
2016-11-16,99.199997,100.769997,99.150002,100.699997,96.778595,1036300
2016-11-17,101.239998,102.849998,101.190002,102.559998,98.566162,1344700
2016-11-18,103.580002,104.750000,103.379997,104.589996,100.517120,1914300
2016-11-21,104.089996,105.110001,104.019997,105.089996,100.997643,1408200
2016-11-22,105.449997,105.610001,104.800003,105.320000,101.218697,876300
2016-11-23,104.480003,105.349998,104.250000,105.099998,101.007263,432300
2016-11-25,103.989998,104.459999,103.769997,104.139999,100.084648,251900
2016-11-28,103.300003,103.910004,103.220001,103.629997,99.594505,453200
2016-11-29,102.879997,104.010002,102.709999,103.790001,99.748283,1194200
2016-11-30,103.769997,103.820000,102.930000,103.129997,99.113968,434200
2016-12-01,102.669998,102.739998,99.680000,99.989998,96.096252,837900
2016-12-02,99.010002,100.300003,98.839996,99.779999,95.894424,701100
2016-12-05,102.290001,103.019997,101.690002,102.919998,98.912148,818600
2016-12-06,101.889999,102.900002,101.790001,102.709999,98.710320,399900
2016-12-07,101.980003,103.919998,101.830002,103.550003,99.517632,566600
2016-12-08,103.190002,103.730003,102.650002,103.110001,99.094749,478800
2016-12-09,102.919998,103.110001,102.089996,102.660004,98.662285,362500
2016-12-12,103.169998,103.339996,102.410004,102.900002,98.892937,308500
2016-12-13,104.110001,104.860001,104.000000,104.639999,100.565170,308400
2016-12-14,104.580002,104.940002,103.529999,103.629997,99.594505,390800
2016-12-15,104.470001,105.389999,104.320000,105.029999,100.939980,655400
2016-12-16,106.260002,106.720001,105.959999,106.239998,102.102867,865800
2016-12-19,108.360001,110.480003,108.360001,110.220001,105.927879,1709400
2016-12-20,109.370003,109.800003,109.110001,109.709999,105.437737,810500
2016-12-21,110.029999,110.300003,109.720001,110.050003,105.764496,659500
2016-12-22,110.360001,110.419998,109.769997,109.980003,105.697220,324200
2016-12-23,110.419998,110.849998,110.269997,110.730003,106.418022,183900
